,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
12999,28,services,married,high.school,no,no,no,cellular,jul,tue,289,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
36586,45,admin.,single,university.degree,no,yes,no,cellular,jun,thu,207,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
30638,50,self-employed,married,basic.9y,no,yes,yes,cellular,may,mon,673,6,3,1,success,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
10482,34,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,260,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27962,59,blue-collar,married,basic.4y,no,no,no,cellular,mar,tue,237,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.51,5099.1,yes
30619,50,entrepreneur,married,basic.9y,no,yes,no,telephone,may,mon,331,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes
7939,31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,94,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
30323,60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,473,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
20533,36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1344,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
29789,43,management,married,university.degree,no,no,no,cellular,apr,mon,48,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
29997,34,admin.,divorced,high.school,no,no,no,cellular,apr,tue,446,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
33773,24,student,single,high.school,no,no,no,cellular,may,wed,669,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
26538,44,admin.,single,professional.course,no,yes,no,cellular,nov,thu,931,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
20699,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
15759,44,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,369,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no
30058,44,admin.,married,university.degree,no,no,no,cellular,apr,thu,172,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
27790,38,technician,married,university.degree,no,no,no,cellular,mar,tue,261,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.6869999999999998,5099.1,yes
29505,40,blue-collar,married,basic.6y,unknown,yes,no,telephone,apr,mon,534,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
20109,59,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,555,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
13217,31,management,single,university.degree,no,no,no,cellular,jul,wed,645,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
17165,31,entrepreneur,married,university.degree,no,yes,no,cellular,jul,fri,94,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
21607,33,technician,married,professional.course,no,no,no,cellular,aug,tue,120,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
20306,36,technician,single,professional.course,no,no,no,cellular,aug,mon,444,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
1348,50,technician,married,high.school,no,yes,no,telephone,may,thu,756,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
39245,46,admin.,married,university.degree,no,yes,no,cellular,mar,thu,335,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7,yes
5760,38,unknown,married,basic.6y,no,yes,no,telephone,may,mon,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30212,32,admin.,married,university.degree,no,yes,no,cellular,apr,thu,394,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
28502,30,admin.,married,university.degree,no,yes,yes,cellular,apr,tue,111,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,yes
14795,27,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,689,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
1319,54,admin.,married,university.degree,no,no,no,telephone,may,thu,513,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,yes
17421,55,unknown,unknown,unknown,unknown,yes,no,cellular,jul,mon,230,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
35478,36,admin.,married,high.school,unknown,yes,yes,cellular,may,mon,264,1,10,1,success,-1.8,92.89299999999999,-46.2,1.244,5099.1,no
21747,29,services,married,professional.course,no,no,no,cellular,aug,tue,836,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
30253,48,technician,divorced,high.school,no,yes,no,cellular,apr,thu,400,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes
37671,35,technician,married,professional.course,no,no,no,cellular,aug,tue,441,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes
24667,53,management,married,university.degree,unknown,yes,no,cellular,nov,mon,536,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
32619,26,student,single,high.school,no,yes,no,cellular,may,mon,255,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no
3291,33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,98,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
30345,40,self-employed,single,university.degree,unknown,yes,no,cellular,apr,thu,384,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
12001,51,services,married,professional.course,unknown,no,no,telephone,jun,thu,177,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
34611,33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,616,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
36069,27,services,married,university.degree,no,yes,no,cellular,may,tue,445,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,yes
32023,33,admin.,married,university.degree,no,no,no,cellular,may,thu,245,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no
530,36,admin.,married,high.school,no,no,no,telephone,may,tue,342,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30025,29,admin.,single,high.school,no,no,yes,cellular,apr,wed,319,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
5293,32,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,926,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
37637,22,student,single,professional.course,no,yes,no,cellular,aug,mon,162,2,999,1,failure,-2.9,92.20100000000001,-31.4,0.861,5076.2,yes
4167,52,services,divorced,high.school,no,no,no,telephone,may,mon,579,5,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,yes
33449,25,technician,single,professional.course,no,yes,no,cellular,may,tue,157,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
25785,58,management,married,university.degree,no,yes,no,cellular,nov,wed,581,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
4623,55,technician,married,high.school,no,yes,no,telephone,may,tue,719,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
39896,70,blue-collar,married,basic.4y,no,no,yes,cellular,jun,fri,252,1,3,1,success,-1.7,94.055,-39.8,0.732,4991.6,yes
20798,54,technician,married,university.degree,no,yes,no,cellular,aug,wed,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
29286,40,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,fri,2926,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
36375,41,technician,single,university.degree,no,no,no,telephone,jun,tue,270,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
40735,60,retired,married,high.school,no,no,no,cellular,sep,wed,200,1,6,1,success,-1.1,94.199,-37.5,0.8759999999999999,4963.6,yes
18421,56,entrepreneur,married,basic.4y,unknown,yes,yes,cellular,jul,thu,14,20,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no
36347,46,unemployed,married,basic.9y,no,no,no,cellular,jun,tue,294,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
40167,28,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,198,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes
36224,60,admin.,married,university.degree,no,yes,no,cellular,jun,mon,324,3,3,1,success,-2.9,92.963,-40.8,1.266,5076.2,yes
11575,43,admin.,married,high.school,no,no,no,telephone,jun,fri,1422,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes
30149,53,admin.,single,university.degree,no,no,no,cellular,apr,thu,494,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,yes
38020,78,unknown,married,unknown,no,yes,no,cellular,sep,wed,234,1,999,1,failure,-3.4,92.37899999999999,-29.8,0.7809999999999999,5017.5,yes
40839,48,unemployed,married,professional.course,no,yes,no,cellular,sep,mon,315,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
39735,64,housemaid,married,unknown,no,yes,no,telephone,may,wed,671,3,999,0,nonexistent,-1.8,93.876,-40.0,0.6970000000000001,5008.7,yes
27160,46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,796,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes
21023,49,blue-collar,married,basic.4y,no,yes,no,telephone,aug,thu,158,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no
37677,33,admin.,married,high.school,no,yes,no,telephone,aug,wed,578,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,no
21100,30,admin.,married,university.degree,no,yes,no,cellular,aug,mon,618,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes
15912,28,technician,single,professional.course,no,yes,no,cellular,jul,mon,1002,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,yes
27959,32,admin.,single,university.degree,no,no,no,cellular,mar,mon,52,3,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.52,5099.1,no
39675,33,technician,married,professional.course,no,yes,no,cellular,may,fri,700,4,3,4,success,-1.8,93.876,-40.0,0.684,5008.7,yes
40364,27,student,single,university.degree,no,yes,no,cellular,aug,wed,651,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes
26970,30,unemployed,married,unknown,no,yes,no,cellular,nov,thu,216,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
2424,51,admin.,single,basic.6y,no,no,no,telephone,may,tue,470,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
28223,31,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,84,1,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,yes
5792,27,blue-collar,single,basic.6y,no,no,no,telephone,may,mon,603,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3427,33,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,thu,1867,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes
37204,25,technician,single,university.degree,no,yes,no,telephone,aug,thu,256,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
11281,57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,69,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38885,34,self-employed,single,university.degree,no,no,yes,telephone,nov,tue,85,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
19196,46,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,wed,1357,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
37643,61,retired,married,university.degree,no,no,no,telephone,aug,tue,249,2,3,1,success,-2.9,92.20100000000001,-31.4,0.8590000000000001,5076.2,yes
30041,60,technician,married,professional.course,no,no,no,cellular,apr,wed,107,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
31088,36,technician,married,professional.course,no,yes,no,cellular,may,wed,731,1,10,1,success,-1.8,92.89299999999999,-46.2,1.334,5099.1,yes
32351,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,720,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes
36611,30,admin.,married,university.degree,no,yes,no,cellular,jun,thu,96,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes
24778,50,technician,married,professional.course,no,yes,no,cellular,nov,tue,1978,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,yes
5221,29,admin.,single,university.degree,no,no,no,telephone,may,fri,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33596,31,technician,married,high.school,unknown,no,no,telephone,may,tue,295,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
25372,42,technician,single,unknown,no,yes,no,telephone,nov,tue,115,4,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
38109,37,technician,married,university.degree,no,yes,no,telephone,sep,tue,773,1,3,2,success,-3.4,92.37899999999999,-29.8,0.755,5017.5,yes
22859,40,admin.,married,university.degree,no,yes,no,cellular,aug,mon,366,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
8575,27,self-employed,single,university.degree,no,yes,yes,telephone,jun,wed,161,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
8279,41,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,732,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
34494,26,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,135,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no
36254,32,technician,married,professional.course,no,unknown,unknown,cellular,jun,mon,210,2,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,yes
39872,31,technician,married,professional.course,no,yes,no,cellular,jun,tue,250,4,3,2,success,-1.7,94.055,-39.8,0.723,4991.6,no
21461,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,150,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
11745,40,services,married,basic.6y,unknown,no,no,telephone,jun,fri,11,11,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
41057,30,management,married,university.degree,no,no,yes,cellular,oct,wed,255,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,yes
31984,46,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,792,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,yes
11491,37,services,married,high.school,no,unknown,unknown,telephone,jun,fri,283,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
334,46,services,married,high.school,unknown,yes,no,telephone,may,mon,313,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40146,35,admin.,married,university.degree,no,yes,no,cellular,jul,wed,287,2,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,yes
28003,20,student,single,unknown,no,yes,no,cellular,apr,wed,184,4,999,0,nonexistent,-1.8,93.075,-47.1,1.4980000000000002,5099.1,yes
39181,34,blue-collar,married,high.school,no,yes,no,cellular,mar,fri,115,1,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,yes
23738,34,technician,married,professional.course,no,yes,no,telephone,aug,thu,51,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
26548,33,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,593,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
25194,39,admin.,married,university.degree,no,no,no,cellular,nov,tue,251,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
30779,37,blue-collar,married,unknown,no,yes,no,cellular,may,tue,696,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no
24191,47,services,divorced,high.school,no,yes,no,cellular,nov,mon,334,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
8585,25,admin.,married,high.school,no,yes,no,telephone,jun,wed,264,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36753,44,self-employed,married,university.degree,no,no,no,cellular,jun,tue,234,2,3,1,success,-2.9,92.963,-40.8,1.286,5076.2,yes
26581,43,services,divorced,high.school,no,no,no,cellular,nov,thu,329,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
10741,33,admin.,single,university.degree,no,yes,no,telephone,jun,tue,61,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
24297,48,admin.,single,university.degree,no,yes,no,cellular,nov,mon,434,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
18787,36,services,married,high.school,no,yes,yes,cellular,jul,thu,1721,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,yes
40586,60,retired,married,university.degree,no,no,no,cellular,sep,thu,529,2,6,1,success,-1.1,94.199,-37.5,0.884,4963.6,yes
33800,35,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,104,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no
36659,30,admin.,single,university.degree,no,no,no,cellular,jun,fri,275,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes
38741,20,student,single,high.school,no,yes,no,cellular,nov,wed,166,1,7,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
40194,78,retired,married,basic.4y,no,no,no,cellular,jul,mon,1148,1,999,0,nonexistent,-1.7,94.215,-40.3,0.87,4991.6,yes
34136,38,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,654,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes
39814,29,services,single,high.school,no,no,yes,telephone,jun,mon,6,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,no
37401,27,admin.,single,university.degree,no,no,no,cellular,aug,wed,1336,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.879,5076.2,yes
38594,59,technician,married,basic.9y,no,no,no,cellular,oct,fri,445,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
3815,29,services,single,university.degree,no,no,no,telephone,may,fri,339,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
38589,39,technician,single,university.degree,unknown,no,yes,cellular,oct,fri,125,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,yes
21651,45,technician,married,high.school,no,yes,no,cellular,aug,tue,42,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30723,39,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,494,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes
38703,76,retired,single,basic.4y,no,no,no,cellular,nov,mon,347,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
36749,43,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,131,4,999,1,failure,-2.9,92.963,-40.8,1.281,5076.2,yes
27596,31,technician,married,professional.course,no,yes,no,cellular,nov,fri,95,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
37290,63,housemaid,married,basic.4y,no,yes,no,telephone,aug,mon,235,1,6,2,failure,-2.9,92.20100000000001,-31.4,0.884,5076.2,yes
14828,29,admin.,single,university.degree,no,no,no,cellular,jul,wed,873,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,yes
29166,45,services,single,unknown,no,no,no,cellular,apr,fri,345,1,6,1,success,-1.8,93.075,-47.1,1.405,5099.1,yes
37165,42,unemployed,married,unknown,no,no,no,cellular,aug,thu,175,4,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,yes
7935,49,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,210,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
39858,28,services,single,university.degree,no,no,no,telephone,jun,mon,215,1,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,no
40114,73,retired,married,basic.4y,no,yes,no,cellular,jul,tue,305,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,yes
28839,30,blue-collar,married,basic.9y,no,yes,no,telephone,apr,thu,426,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes
36226,32,technician,married,professional.course,no,yes,no,cellular,jun,mon,108,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
33090,39,services,married,high.school,no,yes,no,telephone,may,tue,34,12,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no
17677,39,admin.,single,high.school,no,yes,no,telephone,jul,mon,215,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
18570,28,services,married,high.school,no,no,no,cellular,jul,thu,612,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,yes
19375,36,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,wed,175,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
30132,27,admin.,single,university.degree,no,no,no,cellular,apr,thu,523,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
16149,50,blue-collar,married,basic.4y,no,no,yes,cellular,jul,tue,849,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,yes
37094,51,admin.,married,university.degree,no,yes,no,cellular,jul,fri,139,5,999,0,nonexistent,-2.9,92.469,-33.6,0.9209999999999999,5076.2,yes
40780,41,unemployed,married,high.school,no,yes,yes,cellular,sep,wed,175,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,yes
38893,48,management,married,university.degree,no,yes,yes,cellular,nov,tue,747,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes
35793,33,technician,married,professional.course,no,yes,no,cellular,may,mon,638,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,yes
38871,25,admin.,single,unknown,no,yes,no,cellular,nov,mon,381,1,999,1,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes
21661,35,technician,married,professional.course,no,no,no,cellular,aug,tue,98,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
24296,53,blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,545,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
10050,44,technician,divorced,professional.course,no,no,no,telephone,jun,thu,112,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
16697,38,entrepreneur,married,university.degree,no,yes,no,telephone,jul,wed,83,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
6509,30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,64,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
10157,43,entrepreneur,married,high.school,no,no,no,telephone,jun,thu,1141,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
16451,37,unemployed,single,basic.9y,unknown,yes,yes,cellular,jul,wed,633,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
30421,32,student,married,high.school,no,no,no,cellular,apr,thu,567,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
37578,28,unemployed,married,professional.course,no,yes,no,cellular,aug,fri,190,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,yes
24069,32,management,married,university.degree,no,yes,yes,telephone,nov,tue,15,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,no
38697,81,unknown,divorced,unknown,unknown,yes,no,cellular,nov,mon,161,1,999,1,failure,-3.4,92.649,-30.1,0.715,5017.5,yes
37688,55,unknown,married,university.degree,no,yes,no,cellular,aug,wed,164,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8540000000000001,5076.2,yes
29638,28,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,187,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39681,33,admin.,single,university.degree,no,yes,no,cellular,may,fri,396,5,999,0,nonexistent,-1.8,93.876,-40.0,0.684,5008.7,yes
13645,31,self-employed,married,basic.9y,no,no,no,cellular,jul,thu,259,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no
39463,68,retired,married,university.degree,no,yes,no,cellular,apr,fri,330,3,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,yes
32872,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,475,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,yes
3677,26,admin.,single,high.school,no,no,no,telephone,may,fri,619,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
40677,33,admin.,married,high.school,no,yes,no,cellular,sep,thu,202,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes
16522,28,admin.,married,university.degree,no,no,yes,cellular,jul,wed,690,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes
37361,47,admin.,married,university.degree,no,yes,no,cellular,aug,tue,526,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,no
38430,71,management,married,university.degree,no,yes,no,cellular,oct,thu,127,3,999,2,failure,-3.4,92.431,-26.9,0.733,5017.5,yes
40078,72,retired,married,basic.4y,no,no,yes,cellular,jul,fri,483,4,8,1,success,-1.7,94.215,-40.3,0.8220000000000001,4991.6,yes
39288,48,unemployed,married,university.degree,no,yes,no,cellular,mar,tue,279,1,999,2,failure,-1.8,93.369,-34.8,0.6459999999999999,5008.7,yes
720,42,admin.,married,university.degree,no,yes,no,telephone,may,tue,254,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
3549,41,unemployed,married,basic.9y,unknown,yes,no,telephone,may,fri,144,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
40117,83,retired,married,university.degree,no,yes,no,cellular,jul,tue,178,1,6,2,success,-1.7,94.215,-40.3,0.835,4991.6,yes
27717,48,admin.,married,basic.6y,no,yes,no,telephone,mar,mon,382,2,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.811,5099.1,yes
748,29,admin.,single,university.degree,no,no,no,telephone,may,tue,122,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
18515,28,admin.,single,university.degree,no,no,no,cellular,jul,thu,727,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,yes
5593,40,services,married,high.school,no,yes,no,telephone,may,mon,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
12757,48,services,divorced,high.school,no,yes,yes,cellular,jul,tue,191,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no
2540,51,admin.,married,high.school,unknown,no,no,telephone,may,tue,280,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
12826,35,admin.,married,high.school,no,yes,no,cellular,jul,tue,992,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,yes
23652,34,technician,married,university.degree,no,no,no,cellular,aug,thu,8,8,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
1437,47,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,543,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
